pathway	external_id	source	hgnc_symbol_ids
Translation of structural proteins	R-HSA-9694635	Reactome	GANAB,ST6GAL1,SUMO1,PRKCSH,CANX,GALNT1,ST3GAL3,ST3GAL2,ST3GAL1,PARP8,PARP9,ST3GAL4,PARP4,PARP6,ST6GALNAC4,ST6GALNAC3,ST6GALNAC2,UBE2I,PARP16,MOGS,PARP10,GSK3B,PARP14
Intracellular signaling by second messengers	R-HSA-9006925	Reactome	EGR1,MOV10,KDM1A,CBX4,PDGFRA,AKT1,AKT2,AKT3,TNRC6C,TNRC6B,TNRC6A,PPP2R5D,WWP2,FGFR4,PHLPP1,CALM2,CALM3,CALM1,STUB1,FGFR2,PIK3CB,GRK2,CAMK4,FGFR3,PHC1,PHC3,PHC2,PIP4K2A,PIP4K2C,PIP4K2B,ERBB2,ERBB3,CD28,CD19,CSF1R,CAMK2D,CAMK2G,SLC38A9,CAMK2A,CREB1,PPP2R5B,PPP2R5A,FLT3LG,SNAI2,MDM2,SNAI1,CSNK2A3,CSNK2A2,CSNK2A1,FGFR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,PPP2CA,MAF1,PTPN11,PPP2CB,ADCY8,ADCY9,PLCG1,KIT,PTEN,UBA52,GRB2,KPNA2,UBB,UBC,KLB,RNF2,TNKS,EPGN,RRAGD,GSK3A,CDKN1A,RPS27A,GAB2,FRS2,ARHGAP8,IRS2,TRIB3,EED,RICTOR,TGFA,CHD3,THEM4,PREX2,CHD4,MET,RRAGB,JUN,FLT3,NBEA,AKT1S1,PIK3R3,PIK3R2,PIK3R1,TNKS2,LAMTOR3,FGF17,GSK3B,CHUK,BMI1,PPARG,PRKCG,FGF9,SCMH1,FGF7,ITPR3,FGF5,FGF4,RHOG,FGF2,FGF1,GATAD2A,TP53,ESR1,VAV1,FGF6,GAB1,RING1,INS,CAMKK2,CAMKK1,STRN,BTC,PIK3CA,LAMTOR4,AGO4,AGO1,LCK,LAMTOR2,AGO2,HDAC1,PDGFRB,HDAC3,HDAC2,HDAC5,HDAC7,PIK3CD,FGF8,OTUD3,PRKAR2A,ITPR2,RCOR1,PRKAR2B,CBX8,CBX6,CD86,TSC2,CBX2,PIK3AP1,AREG,ITPR1,MAPK3,MECOM,CD80,NEDD4,MKRN1,RPS6KB2,HBEGF,FGF19,MAPK1,NRG4,CDKN1B,FGF10,EGF,FGF16,SRC,ICOS,FGF3,FRK,RBBP4,RAC2,FOXO1,RBBP7,FGF23,MTOR,PRKAR1A,PRKAR1B,PHLPP2,ESR2,MLST8,COMMD3-BMI1,PIP5K1C,PIP5K1B,PIP5K1A,IRS1,BAD,KL,FGF20,PRKACG,PRKACA,EREG,PRKACB,GATAD2B,RHEB,CSNK2B,RNF146,PPP2R1A,PPP2R1B,EGFR,USP7,FOXO3,INSR,EZH2,FOXO6,FOXO4,CASP9,RPTOR,PRKX,ERBB4,PDE1C,PDE1B,PDE1A,TRAT1,FYN,PRR5,MAPKAP1,SUZ12,CAMK2B,NRG1,FGF18,NRG3,NRG2,MTA1,MTA2,MTA3,PDGFA,PDGFB,TRIM27,RRAGA,RRAGC,RAC1,PRKCA,NR4A1,PRKCE,PRKCD,REST,USP13,ATN1,NR2E1,LAMTOR5,HGF,PPP2R5E,KITLG,SALL4,FGF22,XIAP,IER3,LAMTOR1,AGO3,MBD3,PDPK1,PPP2R5C,ATF2
Regulation of TNFR1 signaling	R-HSA-5357905	Reactome	BIRC3,BIRC2,IKBKB,XIAP,IKBKG,CASP8,RNF31,MADD,TRADD,CLIP3,CFLAR,FADD,TRAF1,TRAF2,OTULIN,CHUK,TNF,RACK1,TAX1BP1,RIPK1,TNFRSF1A,TNFAIP3,CYLD,RBCK1,SHARPIN
TNF signaling	R-HSA-75893	Reactome	BAG4,ADAM17,BIRC3,BIRC2,RIPK1,XIAP,IKBKG,SMPD3,SMPD2,CASP8,NSMAF,RNF31,MADD,MAP3K7,TRADD,CLIP3,CFLAR,FADD,TRAF1,TRAF2,OTULIN,CHUK,TNF,RACK1,TAX1BP1,IKBKB,TNFRSF1A,TAB3,TAB2,TAB1,TNFAIP3,CYLD,RBCK1,SHARPIN
RND2 GTPase cycle	R-HSA-9696270	Reactome	FNBP1,KTN1,ALDH3A2,NISCH,EPHA2,FRS3,FRS2,KIF14,PKP4,ARHGAP5,FAM83B,VANGL2,LEMD3,ARHGAP1,UBXN11,DLG5,NUDC,TFRC,PIK3R2,PIK3R1,PLXND1,DSG1,DST,WDR6,VANGL1,CAV1,TXNL1,KIDINS220,LRRC1,ANKRD26,UHRF1BP1L,DEPDC1B,MUC13,KCTD13,PRAG1,PTPN13,TNFAIP1,RBMX,SCRIB,GOLGA3,RND2,ARHGAP35,CKAP4
Regulation of RUNX1 Expression and Activity	R-HSA-8934593	Reactome	SRC,RUNX1,MOV10,CDK6,CCND1,PTPN11,CCND2,CBFB,TNRC6C,TNRC6B,TNRC6A,PML,AGO4,AGO1,CCND3,AGO3,AGO2
SARS-CoV-2 Genome Replication and Transcription	R-HSA-9694682	Reactome	ZCRB1,VHL,GSK3A,RB1,GSK3B,DDX5
Mitochondrial protein import	R-HSA-1268020	Reactome	TOMM5,GRPEL2,TOMM40,NDUFB8,CHCHD4,HSPA9,TIMM9,SAMM50,IDH3G,TAFAZZIN,TOMM20,TOMM22,ATP5MC1,MTX2,VDAC1,SLC25A13,SLC25A12,TIMM8B,CHCHD2,TOMM7,GFER,CMC2,CHCHD7,PMPCA,CHCHD5,TIMM8A,MTCP1,HSPD1,PAM16,TIMM13,TIMM10,LDHD,TIMM50,DNAJC19,HSCB,MTX1,CHCHD3,COA4,COA6,SLC25A6,SLC25A4,FXN,TIMM10B,CS,TOMM70,ACO2,GRPEL1,CMC4,PMPCB,TIMM17A,BCS1L,OTC,CYC1,ATP5F1A,ATP5F1B,TIMM22,COX19,TIMM17B,TIMM21,TOMM6,COX17,TIMM23,TIMM44,CHCHD10,COQ2
acyl carrier protein metabolism	PWY-6012-1	HumanCyc	AASDHPPT
RND3 GTPase cycle	R-HSA-9696264	Reactome	TMOD3,CKB,NISCH,CPD,EPHA2,PKP4,VANGL1,ARHGAP5,FAM83B,VANGL2,RASAL2,LEMD3,SEMA4F,CAV1,SCRIB,DLG5,KTN1,CCDC88A,ARHGAP21,PIK3R2,PIK3R1,DSG1,DST,ARHGAP35,WDR6,TXNL1,DSP,ANKRD26,DEPDC1B,MUC13,KCTD13,PLEKHG5,PTPN13,TNFAIP1,ROCK1,RBMX,DDX4,RND3,PICALM,FLOT2,UBXN11,CKAP4
RHO GTPase cycle	R-HSA-9012999	Reactome	SCFD1,STK10,CPD,DBN1,LEMD3,SEMA4F,DLG5,PIK3CA,CDC42SE2,TMEM59,ABCD3,PIK3R2,ARHGEF10,ARHGEF11,ARHGEF12,SLITRK5,DIAPH1,DIAPH2,DIAPH3,ARHGEF18,ARHGEF19,GMIP,CDC37,MUC13,SNAP23,TEX2,ARHGAP17,STARD8,ARHGAP15,ARHGAP12,ARHGAP10,ARHGAP18,ARHGAP19,CAPZB,ALDH3A2,SWAP70,CCT2,CCT7,UACA,FAM169A,ARL13B,DST,SENP1,RHOJ,FLOT1,FLOT2,EMC3,EFHD2,RALBP1,ATP6AP1,SRGAP1,VAPB,SRGAP3,SRGAP2,SLC4A7,AKAP12,AKAP13,HINT2,FAM91A1,RHOF,MCAM,RNF20,NIPSNAP2,CCDC115,MCF2L,HSPE1,CDC42,NCKAP1L,WDR6,WDR81,CPSF7,ARHGEF15,ARHGEF16,PLEKHG4B,ARHGEF17,NUDC,OPHN1,NHS,POTEE,JAG1,TRA2B,ITGB1,HGS,ABR,IL32,TRIP10,NCK1,NCK2,ANKFY1,MYO6,RBMX,MAP3K11,RND2,RND3,ACBD5,SLC1A5,AAAS,MCF2,NCF1,ESYT1,BRK1,PKP4,RASAL2,DEPDC1B,UBXN11,LBR,DDX39B,ARHGEF9,ARHGEF6,ARHGEF7,ARHGEF4,ARHGEF5,ARHGEF2,ARHGEF3,ARHGEF1,PLXND1,MTMR1,DAAM1,OSBPL11,VIM,PAK4,PAK5,ACTB,DBT,PAK2,PAK3,CAVIN1,STARD13,COPS2,SPTAN1,COPS4,ARFGAP2,ARFGAP3,VANGL1,VANGL2,STAM,ARHGEF10L,MTR,CDC42BPA,CDC42BPB,FAM135A,PDE5A,SLITRK3,FARP2,CSK,FARP1,UHRF1BP1L,GJA1,DDRGK1,NOXO1,KIF14,STBD1,RACGAP1,FILIP1,TPM4,TPM3,C1QBP,DNMBP,FGD5,FGD4,TRIO,DOCK1,FGD1,FGD3,FGD2,YKT6,SH3BP1,FRS3,STIP1,FRS2,TAOK3,TJP2,STX5,BASP1,SOWAHC,MYO9B,MYO9A,AMIGO2,OBSCN,KTN1,ARHGAP4,IQGAP1,IQGAP2,IQGAP3,ARHGAP45,ARHGAP44,ARAP3,ARHGAP40,ARAP1,ARHGAP42,SH3RF1,ARHGDIG,ARHGDIB,ZAP70,ARHGDIA,CCT6A,RAC2,RAC3,RAC1,CDC42EP3,CDC42EP2,CDC42EP1,CDC42EP5,CDC42EP4,VCP,CYBA,LMAN1,SLK,VAMP3,ABI2,ABI1,ROCK1,ROCK2,ARHGAP30,ARHGAP31,ARHGAP32,ARHGAP33,ARHGAP35,WIPF3,WIPF2,WIPF1,ARHGEF40,WWP2,ACTG1,CKB,NISCH,CHN2,CHN1,RAPGEF1,CAV1,GPS1,FMNL2,FMNL3,FMNL1,MPP7,TIAM2,PARD6A,NSFL1C,CUL3,NGEF,VRK2,LRRC1,SHMT2,TOR1AIP1,PLD1,PLD2,PTPN13,RBBP6,SPEN,EMD,DOCK8,DOCK9,DOCK2,DOCK3,RRAS2,DOCK6,DOCK7,DOCK4,DOCK5,ARHGAP8,ARHGAP9,FAM13B,ARHGAP5,ARHGAP6,FAM13A,ARHGAP1,FNBP1L,TIAM1,JUP,TFRC,GFOD1,ARHGEF39,DSP,CCP110,LMNB1,TAGAP,ERBIN,STK38,LCK,ACTC1,RTKN,DOCK10,DOCK11,BCR,HSP90AB1,DEF6,ECT2,GOLGA3,DSG2,DSG1,NDUFA5,KIDINS220,WAS,TMEM87A,PLXNA1,WDR11,OCRL,TMPO,CYFIP1,CYFIP2,SH3PXD2A,MOSPD2,USP9X,WASL,NOXA1,SPTBN1,WASF1,WASF2,WASF3,STAM2,NET1,GIT1,GIT2,PEAK1,PKN1,MSI2,PKN3,PKN2,RHOBTB2,RHOBTB1,ARAP2,ANKLE2,RHPN1,RHPN2,SRRM1,LAMTOR1,NDUFS3,PICALM,ZNF512B,ASB15,TMOD3,ITSN1,CCDC88A,ARHGAP23,ARHGAP22,ARHGAP21,ARHGAP20,ARHGAP27,ARHGAP26,ARHGAP25,ARHGAP24,ARHGAP29,ARHGAP28,RALGAPA1,KCTD13,LETM1,TWF1,EPSTI1,GOLGA8R,DDX4,GRB7,CFTR,STMN2,NOX1,NOX3,RND1,CLTC,NCKAP1,MACO1,PREX2,PREX1,TUBA1B,PIK3R3,CCDC187,PIK3R1,CKAP4,SPATA13,RAB7A,RHOQ,FAF2,RHOV,RHOU,ANKRD26,RHOH,RHOC,RHOB,RHOA,RHOG,PAK6,RHOD,CYBB,VAV1,VAV3,VAV2,TNFAIP1,HMOX2,ELMO2,BAIAP2,NCF2,FNBP1,NCF4,EPHA2,STOM,ABL2,SHKBP1,BAIAP2L2,BAIAP2L1,SOS1,PHIP,HNRNPC,DLC1,SYDE2,PRAG1,SYDE1,FERMT2,GOPC,BCAP31,SOS2,RASGRF2,WDR91,ARHGEF28,ARHGAP11A,ARHGAP11B,HSP90AA1,STEAP3,ARHGEF25,ARHGEF26,KCTD3,KALRN,GARRE1,CIT,FAM83B,SCRIB,CPNE8,CEP97,WHAMM,PAK1,PGRMC2,TXNL1,ANLN,ALS2,ARHGAP39,ADD3,PLEKHG2,PLEKHG3,ACTN1,PLEKHG1,PLEKHG6,PLEKHG4,PLEKHG5,PCDH7,GNA13
Fructose Mannose metabolism	None	INOH	GNPDA1,GFUS,FBP1,FBP2,PMM2,PMM1,ALDOC,FCSK,GMDS,GPI,HK2,HK3,GCK,HK1,GMPPA,PGM2,GMPPB,SORD,FPGT,ALDOA,AKR1B1,ALDOB,PFKFB1,PFKFB3,PFKFB2,PFKFB4,MPI,KHK,GFPT1,GFPT2
Maturation of nucleoprotein	R-HSA-9694631	Reactome	UBE2I,PARP8,PARP9,SUMO1,PARP14,PARP10,GSK3B,PARP4,PARP16,PARP6
mRNA 3,-end processing	R-HSA-72187	Reactome	MAGOHB,NCBP1,NCBP2,CSTF1,SYMPK,POLDIP3,DHX38,FYTTD1,SRSF11,THOC2,CPSF7,NUDT21,CPSF4,CPSF3,CPSF2,CPSF1,SRSF5,SRSF4,SRSF7,SRSF6,SRSF1,RBM8A,SRSF3,UPF3B,U2AF1,DDX39A,U2AF2,SRSF9,PAPOLA,PCF11,DNAJC14,FIP1L1,MAGOH,PABPN1,RNPS1,CHTOP,ALYREF,LUZP4,U2AF1L4,THOC3,DDX39B,THOC1,THOC7,THOC6,THOC5,CASC3,ZC3H11A,SRRM1,SRSF2,CSTF2T,SLU7,CSTF3,CSTF2,CLP1,SARNP,WDR33,CDC40,EIF4A3
Transport of Mature Transcript to Cytoplasm	R-HSA-72202	Reactome	NUP88,NXF2B,POM121C,SLBP,NCBP1,NCBP2,NUP35,SYMPK,NUP85,DHX38,EIF4E,SRSF11,NUP42,FYTTD1,NUP43,CPSF3,CPSF2,CPSF1,NXF1,SRSF5,SRSF4,SRSF7,SRSF6,NUP62,RBM8A,SRSF3,SRSF2,U2AF1,DDX39A,U2AF2,SRSF9,NDC1,POLDIP3,NUP188,DNAJC14,NUP214,FIP1L1,NUP210,SEC13,SARNP,NUP133,POM121,RNPS1,NXF2,NUP98,NUP160,CHTOP,NUP93,ALYREF,DDX39B,LUZP4,NUP155,AAAS,NUP50,RAE1,THOC3,THOC2,THOC1,THOC7,THOC6,THOC5,CASC3,SRSF1,ZC3H11A,U2AF1L4,NUP54,SRRM1,NUP58,MAGOHB,SLU7,NUP37,MAGOH,NUP153,UPF3B,NUP107,NXT1,NUP205,WDR33,SEH1L,RANBP2,CPSF4,CDC40,EIF4A3,TPR
Maturation of spike protein	R-HSA-9694548	Reactome	MOGS,PRKCSH,GANAB,CANX
lipoate biosynthesis and incorporation	PWY0-1275	HumanCyc	LIAS,MRPL30,LIPT1
TRAIL  signaling	R-HSA-75158	Reactome	TNFSF10,TNFRSF10D,CASP8,CASP10,TNFRSF10B,TNFRSF10A,FADD
Protein ubiquitination	R-HSA-8852135	Reactome	H2BC14,UBE2Q2,UBE2J2,UBA6,HLA-A,RAD18,UBE2D2,USP5,UBE2D1,UBE2D3,USP9X,UBE2L3,PEX10,PEX13,PEX12,SHPRH,PEX14,USP7,UBE2E4P,CDC73,SELENOS,CDC34,UBA52,BCL10,DERL1,H2BC7,RNF144A,UBE2G2,UBE2G1,H2BC13,RNF152,HLTF,WDR61,PAF1,PCNA,RPS27A,RRAGA,WAC,H2BC12,OTULIN,H2BC10,H2BC11,UBE2E1,H2BC17,UBE2R2,H2BC15,VCP,H2BC1,H2BC3,H2BC4,RTF1,H2BC6,UBA1,H2BC8,H2BC9,UBE2V2,PRKDC,RNF20,UCHL3,UBE2H,UBE2K,PEX2,PEX5,UBE2N,UBE2A,UBE2E3,UBE2C,UBE2B,RNF181,LEO1,CTR9,UBE2Z,TMEM129,UBE2W,UBB,UBC,UBE2S,UBE2T,RNF40,H2BC5
Signaling by FGFR1 amplification mutants	R-HSA-1839120	Reactome	FGFR1
GPCR Adenosine A2A receptor	None	INOH	CRKL,CBLB,RAP1B,RAP1A,PRKAR2A,MAP2K2,MAP2K1,PRKAR2B,RAPGEF1,ADCY10,ADORA2A,MAPK3,MAPK1,GNGT2,CBLC,SRC,GNB3,GNB5,CREB1,PRKAR1A,PRKAR1B,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,GNAS,ADCY3,ADCY8,ADCY9,CBL,PRKACG,PRKACA,BRAF,PRKACB
Maturation of protein 3a	R-HSA-9694719	Reactome	ST3GAL3,ST3GAL2,ST3GAL1,ST6GAL1,ST3GAL4,GALNT1,ST6GALNAC4,ST6GALNAC3,ST6GALNAC2
Processing of Capped Intron-Containing Pre-mRNA	R-HSA-72203	Reactome	AAAS,NCBP1,NCBP2,HSPA8,SF1,PRPF8,PUF60,PPIL3,SRSF11,PPIL6,PPWD1,CWC27,PRPF3,CWC25,CWC22,PRPF4,PRPF6,SNRNP200,DDX39B,DDX39A,PRPF31,NDC1,PCF11,SNRNP35,THOC5,NUP214,PTBP1,NUP210,MAGOH,METTL14,DDX5,DHX9,SYMPK,NUP98,HNRNPL,CTNNBL1,NUP93,USP39,ZCRB1,TPR,COL23A1,THOC3,THOC2,THOC1,THOC7,THOC6,CWC15,SNU13,GTF2F1,SNRPD2,SNRPD1,GTF2F2,DDX42,CSTF2T,PQBP1,DDX46,SNRNP25,SNRNP27,SARNP,DHX16,YBX1,NUP205,NUP88,CD2BP2,POM121C,SLBP,SYF2,ELAVL1,ELAVL2,DHX15,NUP85,DHX38,CCAR1,NUDT21,SNURF,SRSF5,SNRPD3,SRSF7,SRSF6,SRSF1,SRSF3,SRSF2,U2AF1,U2AF2,SRSF9,SF3A3,EFTUD2,PCBP2,SF3A1,SF3A2,PCBP1,NUP160,POM121,RNPS1,NXF2,SEC13,ALYREF,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,PPIL4,POLR2C,POLR2B,EIF4E,POLR2L,SART1,POLR2I,POLR2H,POLR2K,POLR2J,CASC3,SNRPB2,DNAJC8,SRRT,CHERP,MAGOHB,CDC40,NUP153,RBM22,NUP155,RNPC3,BUD31,PHF5A,EIF4A3,NUP133,NXF2B,RBM8A,HNRNPU,HNRNPH1,HNRNPH2,FYTTD1,GPKOW,BCAS2,FUS,NUP62,SEH1L,POLDIP3,HNRNPR,PLRG1,SNRPA1,PRPF40A,SNRPG,HNRNPK,RBM17,HNRNPM,SF3B4,PDCD7,SNRNP70,HNRNPD,HNRNPF,SUGP1,WTAP,NUP107,SMNDC1,HNRNPA3,HNRNPA0,HNRNPA1,U2SURP,WBP11,CRNKL1,HNRNPUL1,NUP50,PPIL1,NUP54,METTL3,SRRM1,NXT1,ISY1,PPIH,PPIE,RANBP2,XAB2,PABPN1,RBM5,SF3B5,CSTF1,SF3B6,SF3B1,SF3B3,SF3B2,ZC3H11A,NXF1,ZMAT5,CSTF3,RBMX,CPSF7,TXNL4A,CPSF4,CPSF3,CPSF2,CPSF1,ZRSR2,HNRNPC,AQR,PRPF19,NUP42,NUP43,NUP188,DNAJC14,HNRNPA2B1,FIP1L1,NUP58,TRA2B,CDC5L,CHTOP,LSM8,WDR33,SRSF4,LSM4,LSM5,LSM6,LSM7,LSM2,LSM3,LUZP4,U2AF1L4,SNRPN,SNRPB,SNRPC,SNRPA,SNRPF,PAPOLA,SNRPE,DDX23,SNRNP40,SNW1,PRCC,PRPF38A,SNRNP48,SRRM2,NUP35,SLU7,NUP37,CSTF2,UPF3B,CLP1,ISY1-RAB43,WBP4,RAE1
Regulation of pyruvate dehydrogenase (PDH) complex	R-HSA-204174	Reactome	PDHX,PDHA2,PDHA1,PDPR,DLD,GSTZ1,PDP2,PDK1,PDP1,PDK3,PDK2,PDK4,DLAT,PDHB
Pyruvate metabolism	R-HSA-70268	Reactome	MPC2,MPC1,LDHAL6B,LDHAL6A,ME1,VDAC1,PDHX,HAGH,PDPR,GLO1,PDHB,BSG,LDHA,LDHB,LDHC,PDHA2,PDHA1,DLD,PDP1,PDP2,DLAT,SLC16A8,SLC16A1,SLC16A3,GSTZ1,PDK1,PDK3,PDK2,PDK4
Regulation of TLR by endogenous ligand	R-HSA-5686938	Reactome	LBP,APOB,HMGB1,CD36,TLR2,CD14,TLR1,TLR6,S100A8,TLR4,LY96,S100A9,FGG,S100A1,FGA,FGB
NFG and proNGF binds to p75NTR	R-HSA-205017	Reactome	NGF,NGFR
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	R-HSA-8849471	Reactome	PTK6,HRAS,DOCK1,NRAS,RASA1,PXN,RAC1,CRK,RHOA,ARHGAP35,BCAR1,ELMO1,ELMO2,KRAS
Nitric oxide stimulates guanylate cyclase	R-HSA-392154	Reactome	PDE9A,PDE11A,PDE1B,PDE1A,KCNMA1,IRAG1,GUCY1A1,GUCY1A2,PRKG1,PRKG2,PDE5A,NOS1,NOS2,NOS3,ITPR1,PDE10A,KCNMB1,KCNMB3,KCNMB2,KCNMB4,PDE2A,GUCY1B1,GUCY1B2
Synthesis of PA	R-HSA-1483166	Reactome	ACP6,LCLAT1,GPAT4,GPAT3,GPAT2,GPD1,PLA2G1B,GPD2,GPAM,DDHD1,PLA2G12A,DDHD2,LPCAT4,PLA2G5,LPCAT1,LIPI,LIPH,PLA2G2A,PLA2G2E,PLA2G2D,PLA2G2F,PLA2G4B,PLA2G4A,PLA2G4D,PLD6,PLA2G10,PLD1,PLD2,JMJD7-PLA2G4B,GNPAT,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,GPD1L,ALPI
Galactose metabolism	None	INOH	GALT,GALK1,GALK2,HK2,HK3,GCK,HK1,PGM1,GLB1,GALE,B4GALT1,B4GALT2,UGP2
Signaling by activated point mutants of FGFR1	R-HSA-1839122	Reactome	FGF23,FGF20,FGF9,FGF8,FGF6,FGF5,FGF4,FGF17,FGF2,FGF1,FGFR1
androgen biosynthesis	PWY66-378	HumanCyc	CYP17A1,HSD3B1,HSD3B2,SRD5A2,SRD5A1,HSD17B3,AKR1C3
Cargo concentration in the ER	R-HSA-5694530	Reactome	LMAN1L,SEC24C,GRIA1,COL7A1,LMAN2,TMED10,CNIH1,SERPINA1,CNIH3,CNIH2,TMED2,LMAN2L,TGFA,CD59,AREG,SEC24B,CTSC,SEC24D,CTSZ,LMAN1,MIA3,MIA2,MCFD2,SAR1B,SEC23A,SEC22B,F5,F8,STX5,PREB,GOSR2,SEC24A,FOLR1
Protein methylation	R-HSA-8876725	Reactome	CAMKMT,ETFB,CALM2,ETFBKMT,CALM1,TRIM24,PRMT3,HSPA8,RPS2,VCP,METTL22,VCPKMT,EEF2KMT,METTL21A,EEF1A1,CALM3,EEF1AKMT1,EEF1AKMT2,EEF2,KIN
Glucose metabolism	R-HSA-70326	Reactome	PCK2,PGM2L1,AAAS,PCK1,GNPDA2,GNPDA1,TPI1,FBP1,FBP2,PFKP,SLC25A13,SLC25A12,SLC25A11,SLC25A10,NDC1,GOT2,GOT1,NUP210,GPI,NUP98,HK2,HK3,SLC25A1,HK1,NUP93,TPR,PPP2CA,PPP2CB,PKM,NUP205,NUP88,POM121C,SEH1L,G6PC1,NUP85,G6PC3,G6PC2,PC,PGK2,SEC13,PGK1,POM121,GCK,GCKR,NUP153,NUP155,PPP2R5D,NUP133,PGAM2,PGAM1,PKLR,NUP62,RANBP2,NUP107,GAPDH,NUP214,ENO2,ENO3,NUP50,NUP54,NUP58,PRKACG,PRKACA,PRKACB,PPP2R1A,PPP2R1B,ADPGK,BPGM,MDH2,MDH1,SLC37A2,SLC37A1,SLC37A4,NUP42,NUP43,NUP188,PFKM,PFKL,PGP,NUP160,GAPDHS,ALDOA,ALDOC,ALDOB,ENO1,PFKFB1,PFKFB3,PFKFB2,NUP35,PFKFB4,NUP37,RAE1
MET activates RAS signaling	R-HSA-8851805	Reactome	SHC1,SOS1,HRAS,NRAS,MET,MUC20,GRB2,RANBP9,HGF,RANBP10,KRAS
Biosynthesis of A2E, implicated in retinal degradation	R-HSA-2466712	Reactome	NAPEPLD
The canonical retinoid cycle in rods (twilight vision)	R-HSA-2453902	Reactome	RDH12,RDH8,DHRS9,RLBP1,TTR,CYP4V2,RDH5,RPE65,ABCA4,RDH10,NAPEPLD,RBP1,SDR9C7,RBP4,RDH11,RHO,LRAT,STRA6,HSD17B1,HSD17B6,RDH16
Nef mediated downregulation of CD28 cell surface expression	R-HSA-164939	Reactome	AP2M1,CD28
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	R-HSA-1236382	Reactome	SHC1,SOS1,PIK3CA,HRAS,NRAS,EGFR,CBL,GAB1,PLCG1,GRB2,PIK3R1,HSP90AA1,CDC37,EGF,KRAS
Signaling by Ligand-Responsive EGFR Variants in Cancer	R-HSA-5637815	Reactome	SHC1,SOS1,PIK3CA,HRAS,NRAS,EGFR,CBL,GAB1,PLCG1,GRB2,PIK3R1,HSP90AA1,CDC37,EGF,KRAS
G protein gated Potassium channels	R-HSA-1296059	Reactome	GABBR1,GABBR2,GNG10,GNG11,GNG12,GNG13,GNGT2,KCNJ12,KCNJ10,KCNJ16,KCNJ15,GNB5,GNB4,GNB1,GNB3,GNB2,KCNJ3,KCNJ2,KCNJ6,KCNJ5,KCNJ4,KCNJ9,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,GNG8
Establishment of Sister Chromatid Cohesion	R-HSA-2468052	Reactome	SMC1A,RAD21,STAG2,ESCO2,SMC3,STAG1,PDS5A,PDS5B,CDCA5,WAPL,ESCO1
lipoate salvage	PWY0-522	HumanCyc	MRPL30,LIPT1
Reversible hydration of carbon dioxide	R-HSA-1475029	Reactome	CA5B,CA9,CA3,CA2,CA1,CA14,CA13,CA5A,CA12,CA6,CA4,CA7
Fructose catabolism	R-HSA-70350	Reactome	TKFC,KHK,GLYCTK,ALDH1A1,ALDOB
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	R-HSA-9029558	Reactome	SCD,NRIP1,RXRB,RXRA,SREBF1,FASN,ANGPTL3,NR1H2,NR1H3
Activated NOTCH1 Transmits Signal to the Nucleus	R-HSA-2122948	Reactome	DTX4,DTX1,DTX2,RPS27A,NCSTN,ADAM10,CNTN1,DLK1,ARRB1,PSENEN,NEURL1B,APH1B,APH1A,ITCH,PSEN2,PSEN1,MIB1,MIB2,NEURL1,ADAM17,JAG2,JAG1,DLL1,DLL4,NUMB,DNER,NOTCH1,UBA52,UBB,UBC,ARRB2
RHO GTPases activate PAKs	R-HSA-5627123	Reactome	MYH10,MYH11,CTTN,MYH14,LIMK1,MYL6,MYL9,CALM2,CALM3,CALM1,MYH9,PPP1R12A,PPP1R12B,NF2,RAC1,PPP1CB,MYL12B,MYLK,FLNA,PAK3,PAK1,PAK2,CDC42
HCN channels	R-HSA-1296061	Reactome	HCN1,HCN3,HCN2,HCN4
L-carnitine biosynthesis	PWY-6100	HumanCyc	TMLHE,ALDH9A1,BBOX1
RUNX1 regulates transcription of genes involved in differentiation of HSCs	R-HSA-8939236	Reactome	H2BS1,ITCH,H4C8,H2AB1,H2AB2,H2AB3,H4C11,H2AZ2,H4-16,H3C10,H3C11,H2AC15,H3C13,H3C14,H2AC20,H2BU1,ABL1,H4C13,MYB,H4C15,H4C14,H2AC19,H2AC18,H3-3A,H3-3B,SPI1,H2BC11,UBA52,H2AC7,RUNX1,H2AC6,H2AC4,H2BC3,GATA1,H2AZ1,KMT2A,H2AJ,TAL1,H3C4,TCF3,H2AC8,H2BC12,H2BC13,H2BC10,UBC,H2BC17,H2BC14,H2BC15,H4C12,H2BC1,LDB1,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,CBFB,RPS27A,GATA2,GATA3,YAP1,H4C1,H2AX,H4C3,H4C2,H4C5,H4C4,H4C6,H4C9,LMO1,LMO2,H3C12,TP73,H3C2,H3C3,H2BC21,H3C1,H3C6,H3C7,UBB,TCF12,H2AC14,H3C8,H3C15
